pid,L1_prime,LX_target,stim_pair,condition,referent,translation,congruence,response,rt
1006,img_lalka,abuset,img_lalka-abuset,IIC,image,mismatch,congruent,correct,1.2927179999999223
1006,samolot,beler,samolot-beler,OIC,orthography,mismatch,congruent,correct,1.3673827000000074
1006,img_indyk,rojon,img_indyk-rojon,III,image,mismatch,incongruent,correct,0.9577495000000908
1006,img_ryba,alo,img_ryba-alo,ICC,image,match,congruent,correct,0.6704348000000664
1006,wyspa,owiza,wyspa-owiza,OCI,orthography,match,incongruent,correct,1.2824855000001207
1006,img_silnik,prelata,img_silnik-prelata,ICI,image,match,incongruent,correct,1.4612049999998362
1006,lotnisko,alo,lotnisko-alo,OII,orthography,mismatch,incongruent,correct,0.7536395999998149
1006,img_parasol,izodo,img_parasol-izodo,IIC,image,mismatch,congruent,correct,0.7942128000001958
1006,gazeta,techar,gazeta-techar,OIC,orthography,mismatch,congruent,correct,0.7942231999998057
1006,osa,sawiko,osa-sawiko,OCC,orthography,match,congruent,correct,1.0481062000001202
1006,img_silnik,fena,img_silnik-fena,III,image,mismatch,incongruent,correct,0.7723066999999446
1006,kapelusz,izodo,kapelusz-izodo,OII,orthography,mismatch,incongruent,correct,0.7643881999999849
1006,img_mewa,tanek,img_mewa-tanek,ICI,image,match,incongruent,correct,0.9080952999995588
1006,oko,pekom,oko-pekom,OIC,orthography,mismatch,congruent,correct,1.0872298000001592
1006,kolano,ostana,kolano-ostana,OCI,orthography,match,incongruent,correct,0.7775310999998055
1006,skarpetka,seranak,skarpetka-seranak,OCC,orthography,match,congruent,correct,1.633973499999911
1006,img_winda,nalet,img_winda-nalet,IIC,image,mismatch,congruent,correct,0.9014789999998812
1006,img_kapelusz,stotewal,img_kapelusz-stotewal,ICC,image,match,congruent,correct,0.6879686999998285
1006,img_stopa,beler,img_stopa-beler,III,image,mismatch,incongruent,correct,0.9068739000001642
1006,img_krowa,nuketo,img_krowa-nuketo,ICC,image,match,congruent,correct,1.7624005999998644
1006,papuga,abedo,papuga-abedo,OII,orthography,mismatch,incongruent,correct,1.4267514999999094
1006,homar,deba,homar-deba,OCC,orthography,match,congruent,correct,0.9438674000000448
1006,winda,debota,winda-debota,OCI,orthography,match,incongruent,correct,1.0644430999998349
1006,img_kolano,obir,img_kolano-obir,IIC,image,mismatch,congruent,correct,0.6121640999997453
1006,img_cytryna,beler,img_cytryna-beler,ICI,image,match,incongruent,correct,0.5628165000000536
1006,img_krawat,tanek,img_krawat-tanek,III,image,mismatch,incongruent,correct,1.2198731999999382
1006,ziemniak,lazin,ziemniak-lazin,OIC,orthography,mismatch,congruent,correct,0.8100946000001841
1006,skarpetka,prelata,skarpetka-prelata,OIC,orthography,mismatch,congruent,correct,0.9841660999998112
1006,img_papryka,sawiko,img_papryka-sawiko,III,image,mismatch,incongruent,correct,0.8377977999996347
1006,dzwonek,owiza,dzwonek-owiza,OII,orthography,mismatch,incongruent,correct,0.7551799999998821
1006,lotnisko,badipret,lotnisko-badipret,OCI,orthography,match,incongruent,correct,0.7631972000001497
1006,img_wyspa,owiza,img_wyspa-owiza,ICC,image,match,congruent,correct,1.0346458000001348
1006,indyk,nanoch,indyk-nanoch,OCC,orthography,match,congruent,correct,0.7521818999996412
1006,img_skarpetka,seranak,img_skarpetka-seranak,ICI,image,match,incongruent,correct,0.6871247000001404
1006,img_jajko,debota,img_jajko-debota,IIC,image,mismatch,congruent,correct,0.7548448000000008
1006,owca,techar,owca-techar,OCC,orthography,match,congruent,correct,0.9387739
1006,img_kotwica,fena,img_kotwica-fena,III,image,mismatch,incongruent,correct,0.7152540999998109
1006,mewa,lazin,mewa-lazin,OIC,orthography,mismatch,congruent,correct,0.7575199000000339
1006,torba,owiza,torba-owiza,OII,orthography,mismatch,incongruent,correct,1.045634199999995
1006,img_koza,rojon,img_koza-rojon,ICI,image,match,incongruent,correct,0.6736993000001803
1006,img_winda,debota,img_winda-debota,ICC,image,match,congruent,correct,0.6064355000000887
1006,img_dynia,tobyla,img_dynia-tobyla,IIC,image,mismatch,congruent,correct,1.2207495999998628
1006,papuga,wema,papuga-wema,OCI,orthography,match,incongruent,correct,0.9140878000000612
1006,img_kaczka,obir,img_kaczka-obir,ICC,image,match,congruent,correct,0.7728506999999354
1006,img_zegarek,ezaja,img_zegarek-ezaja,III,image,mismatch,incongruent,correct,0.5554531999998744
1006,img_stopa,uwa,img_stopa-uwa,ICI,image,match,incongruent,correct,0.6846449
1006,cytryna,pakosta,cytryna-pakosta,OIC,orthography,mismatch,congruent,correct,0.7124246000000767
1006,img_torba,owiza,img_torba-owiza,IIC,image,mismatch,congruent,correct,0.9220002999998088
1006,stopa,uwa,stopa-uwa,OCC,orthography,match,congruent,correct,0.6675336999999217
1006,foka,obir,foka-obir,OII,orthography,mismatch,incongruent,correct,0.5268905000000359
1006,kaczka,obir,kaczka-obir,OCI,orthography,match,incongruent,correct,0.8004017000000658
1006,img_kotwica,ezaja,img_kotwica-ezaja,ICI,image,match,incongruent,correct,0.8551940999998351
1006,koza,rocepra,koza-rocepra,OIC,orthography,mismatch,congruent,correct,0.6509101999997711
1006,kapelusz,stotewal,kapelusz-stotewal,OCI,orthography,match,incongruent,correct,0.8713160999998308
1006,img_kaczka,nedonim,img_kaczka-nedonim,IIC,image,mismatch,congruent,correct,1.2272166999998717
1006,ucho,stotewal,ucho-stotewal,OII,orthography,mismatch,incongruent,correct,0.6816666000001987
1006,img_oko,pekom,img_oko-pekom,III,image,mismatch,incongruent,correct,0.6130515999996078
1006,gazeta,rocepra,gazeta-rocepra,OCC,orthography,match,congruent,correct,0.8511047999998027
1006,img_lotnisko,badipret,img_lotnisko-badipret,ICC,image,match,congruent,missed,N/A
1006,img_papryka,lalum,img_papryka-lalum,ICI,image,match,incongruent,correct,1.2395645999997669
1006,silnik,fena,silnik-fena,OIC,orthography,mismatch,congruent,correct,0.6383084000001418
1006,img_fartuch,izodo,img_fartuch-izodo,ICC,image,match,congruent,correct,0.4337401000000227
1006,dynia,tobyla,dynia-tobyla,OII,orthography,mismatch,incongruent,correct,0.7834763999996994
1006,img_koza,rocepra,img_koza-rocepra,III,image,mismatch,incongruent,correct,0.8226367999998274
1006,parasol,ota,parasol-ota,OCI,orthography,match,incongruent,correct,0.6932256000002326
1006,papryka,lalum,papryka-lalum,OCC,orthography,match,congruent,correct,0.7594655999998849
1006,img_papuga,abedo,img_papuga-abedo,IIC,image,mismatch,congruent,correct,0.7913427000000866
1006,img_fartuch,ota,img_fartuch-ota,IIC,image,mismatch,congruent,correct,0.6372466000000259
1006,img_lalka,abedo,img_lalka-abedo,ICC,image,match,congruent,correct,1.618992299999945
1006,lustro,waben,lustro-waben,OCI,orthography,match,incongruent,correct,0.9285872000002656
1006,osa,lalum,osa-lalum,OIC,orthography,mismatch,congruent,correct,0.7693197000000964
1006,img_cebula,sawiko,img_cebula-sawiko,III,image,mismatch,incongruent,correct,1.1925322999998116
1006,img_owca,techar,img_owca-techar,ICI,image,match,incongruent,correct,0.7836477000003015
1006,parasol,izodo,parasol-izodo,OII,orthography,mismatch,incongruent,correct,0.6640167
1006,oko,sodem,oko-sodem,OCC,orthography,match,congruent,correct,0.8056526999996549
1006,butelka,chepra,butelka-chepra,OCC,orthography,match,congruent,correct,1.1617014000000836
1006,winda,nalet,winda-nalet,OII,orthography,mismatch,incongruent,correct,0.6011713
1006,img_kapelusz,izodo,img_kapelusz-izodo,IIC,image,mismatch,congruent,correct,0.9031773999997768
1006,img_homar,staca,img_homar-staca,III,image,mismatch,incongruent,correct,0.6104142999995474
1006,img_gazeta,rocepra,img_gazeta-rocepra,ICI,image,match,incongruent,correct,0.7767890000002353
1006,ryba,alo,ryba-alo,OCI,orthography,match,incongruent,correct,0.6651395
1006,img_palec,tobyla,img_palec-tobyla,ICC,image,match,congruent,correct,0.5974142000002303
1006,butelka,uwa,butelka-uwa,OIC,orthography,mismatch,congruent,correct,0.8522256999997353
1006,cebula,staca,cebula-staca,OCC,orthography,match,congruent,correct,0.6715064
1006,img_kolano,ostana,img_kolano-ostana,ICC,image,match,congruent,correct,0.5619705999999951
1006,img_osa,lalum,img_osa-lalum,III,image,mismatch,incongruent,correct,1.314238699999578
1006,img_ryba,nalet,img_ryba-nalet,IIC,image,mismatch,congruent,correct,0.6525217999999313
1006,stopa,beler,stopa-beler,OIC,orthography,mismatch,congruent,correct,0.8261250999996719
1006,fartuch,izodo,fartuch-izodo,OCI,orthography,match,incongruent,correct,0.9269019000000752
1006,img_oko,sodem,img_oko-sodem,ICI,image,match,incongruent,correct,1.0724703
1006,wyspa,josta,wyspa-josta,OII,orthography,mismatch,incongruent,correct,0.6700959
1006,krawat,tanek,krawat-tanek,OIC,orthography,mismatch,congruent,correct,0.6722857000002023
1006,img_jajko,nalet,img_jajko-nalet,ICC,image,match,congruent,correct,0.6101103
1006,img_indyk,nanoch,img_indyk-nanoch,ICI,image,match,incongruent,correct,0.9442136
1006,img_butelka,uwa,img_butelka-uwa,III,image,mismatch,incongruent,correct,0.9942905
1006,dzwonek,josta,dzwonek-josta,OCI,orthography,match,incongruent,correct,0.8493720999997549
1006,koza,rojon,koza-rojon,OCC,orthography,match,congruent,correct,0.8540586999995412
1006,ryba,nalet,ryba-nalet,OII,orthography,mismatch,incongruent,correct,0.8736903000001348
1006,img_krowa,lakob,img_krowa-lakob,IIC,image,mismatch,congruent,correct,0.8207099999997354
1006,img_palec,abuset,img_palec-abuset,IIC,image,mismatch,congruent,correct,0.9306070000000092
1006,zegarek,fena,zegarek-fena,OCC,orthography,match,congruent,correct,0.5808079999999336
1006,dynia,abuset,dynia-abuset,OCI,orthography,match,incongruent,correct,1.299534099999846
1006,lustro,ostana,lustro-ostana,OII,orthography,mismatch,incongruent,correct,0.6939116999999442
1006,kotwica,fena,kotwica-fena,OIC,orthography,mismatch,congruent,correct,0.9447388000000956
1006,img_cebula,staca,img_cebula-staca,ICI,image,match,incongruent,correct,0.8971818999996231
1006,img_ucho,honisa,img_ucho-honisa,ICC,image,match,congruent,correct,0.9163355999996838
1006,img_samolot,beler,img_samolot-beler,III,image,mismatch,incongruent,correct,0.7186281
1006,img_parasol,ota,img_parasol-ota,ICC,image,match,congruent,correct,1.120130200000176
1006,img_mewa,lazin,img_mewa-lazin,III,image,mismatch,incongruent,correct,0.8507457
1006,img_lustro,ostana,img_lustro-ostana,IIC,image,mismatch,congruent,correct,0.7985052999995332
1006,samolot,pakosta,samolot-pakosta,OCC,orthography,match,congruent,correct,0.9182260999998562
1006,img_zegarek,fena,img_zegarek-fena,ICI,image,match,incongruent,correct,0.7746473999998216
1006,zegarek,ezaja,zegarek-ezaja,OIC,orthography,mismatch,congruent,correct,0.5589155000000119
1006,krowa,nuketo,krowa-nuketo,OCI,orthography,match,incongruent,correct,1.5102419999996073
1006,kaczka,nedonim,kaczka-nedonim,OII,orthography,mismatch,incongruent,correct,0.6171578000000864
1006,stopa,uwa,stopa-uwa,OCC,orthography,match,congruent,correct,0.9340935000002446
1006,cytryna,pakosta,cytryna-pakosta,OIC,orthography,mismatch,congruent,correct,0.7357171999999537
1006,foka,obir,foka-obir,OII,orthography,mismatch,incongruent,correct,1.0464892000002235
1006,img_zegarek,ezaja,img_zegarek-ezaja,III,image,mismatch,incongruent,correct,0.6195732
1006,img_kaczka,obir,img_kaczka-obir,ICC,image,match,congruent,correct,0.8418520999996417
1006,kaczka,obir,kaczka-obir,OCI,orthography,match,incongruent,correct,0.9745876999998018
1006,img_stopa,uwa,img_stopa-uwa,ICI,image,match,incongruent,correct,0.7425109999996948
1006,img_torba,owiza,img_torba-owiza,IIC,image,mismatch,congruent,correct,0.6952070999998341
1006,img_lotnisko,alo,img_lotnisko-alo,IIC,image,mismatch,congruent,correct,0.6190564000000904
1006,img_gazeta,techar,img_gazeta-techar,III,image,mismatch,incongruent,correct,1.0543954999996004
1006,img_lustro,waben,img_lustro-waben,ICC,image,match,congruent,correct,0.8502108999998654
1006,indyk,rojon,indyk-rojon,OIC,orthography,mismatch,congruent,correct,0.8800343000000339
1006,kotwica,ezaja,kotwica-ezaja,OCC,orthography,match,congruent,correct,0.6747870000001512
1006,palec,tobyla,palec-tobyla,OCI,orthography,match,incongruent,correct,1.6454473000001144
1006,img_homar,deba,img_homar-deba,ICI,image,match,incongruent,correct,1.010680099999945
1006,kolano,obir,kolano-obir,OII,orthography,mismatch,incongruent,correct,1.705169199999773
1006,img_dynia,tobyla,img_dynia-tobyla,IIC,image,mismatch,congruent,correct,0.8914442999996481
1006,papuga,wema,papuga-wema,OCI,orthography,match,incongruent,correct,0.8307594999998855
1006,owca,techar,owca-techar,OCC,orthography,match,congruent,correct,1.0761427999998432
1006,img_koza,rojon,img_koza-rojon,ICI,image,match,incongruent,correct,1.158629300000257
1006,mewa,lazin,mewa-lazin,OIC,orthography,mismatch,congruent,correct,1.055640799999992
1006,torba,owiza,torba-owiza,OII,orthography,mismatch,incongruent,correct,1.4746276999997008
1006,img_winda,debota,img_winda-debota,ICC,image,match,congruent,correct,0.8307876000001215
1006,img_kotwica,fena,img_kotwica-fena,III,image,mismatch,incongruent,correct,0.6281632999996418
1006,img_owca,rocepra,img_owca-rocepra,III,image,mismatch,incongruent,correct,0.8797178
1006,lalka,abuset,lalka-abuset,OII,orthography,mismatch,incongruent,correct,0.9641015999998216
1006,cebula,sawiko,cebula-sawiko,OIC,orthography,mismatch,congruent,correct,1.0122448999998142
1006,img_dynia,abuset,img_dynia-abuset,ICC,image,match,congruent,correct,0.8250107999999727
1006,mewa,tanek,mewa-tanek,OCC,orthography,match,congruent,correct,1.0710175000001527
1006,img_krawat,lazin,img_krawat-lazin,ICI,image,match,incongruent,correct,0.7621072999997978
1006,lalka,abedo,lalka-abedo,OCI,orthography,match,incongruent,correct,0.9942445999997744
1006,img_wyspa,josta,img_wyspa-josta,IIC,image,mismatch,congruent,correct,1.089797200000021
1006,img_osa,sawiko,img_osa-sawiko,ICI,image,match,incongruent,correct,0.8605543000001035
1006,img_foka,obir,img_foka-obir,IIC,image,mismatch,congruent,correct,0.7056780000000344
1006,torba,lakob,torba-lakob,OCI,orthography,match,incongruent,missed,N/A
1006,owca,rocepra,owca-rocepra,OIC,orthography,mismatch,congruent,correct,0.9471358999996936
1006,img_torba,lakob,img_torba-lakob,ICC,image,match,congruent,correct,0.7474044
1006,jajko,debota,jajko-debota,OII,orthography,mismatch,incongruent,correct,0.6037092
1006,img_skarpetka,prelata,img_skarpetka-prelata,III,image,mismatch,incongruent,correct,0.7541671999999835
1006,ziemniak,pekom,ziemniak-pekom,OCC,orthography,match,congruent,correct,0.6679581
1006,img_indyk,rojon,img_indyk-rojon,III,image,mismatch,incongruent,correct,1.2052866999999878
1006,img_dzwonek,josta,img_dzwonek-josta,ICC,image,match,congruent,correct,0.8448394999998072
1006,jajko,nalet,jajko-nalet,OCI,orthography,match,incongruent,correct,0.9853856
1006,img_ziemniak,pekom,img_ziemniak-pekom,ICI,image,match,incongruent,correct,1.2009007
1006,samolot,beler,samolot-beler,OIC,orthography,mismatch,congruent,correct,0.8232046000000537
1006,cytryna,beler,cytryna-beler,OCC,orthography,match,congruent,correct,0.8116640000000643
1006,img_lalka,abuset,img_lalka-abuset,IIC,image,mismatch,congruent,correct,1.2889442000002873
1006,krowa,lakob,krowa-lakob,OII,orthography,mismatch,incongruent,correct,0.6365473999996993
1006,img_cytryna,pakosta,img_cytryna-pakosta,III,image,mismatch,incongruent,correct,1.1199395000001005
1006,foka,nedonim,foka-nedonim,OCI,orthography,match,incongruent,correct,0.7941912999997385
1006,img_papuga,wema,img_papuga-wema,ICC,image,match,congruent,correct,0.7375975
1006,silnik,prelata,silnik-prelata,OCC,orthography,match,congruent,correct,1.0336951999995565
1006,papryka,sawiko,papryka-sawiko,OIC,orthography,mismatch,congruent,correct,0.7273874999998498
1006,img_ucho,stotewal,img_ucho-stotewal,IIC,image,mismatch,congruent,correct,0.7123512999999093
1006,img_samolot,pakosta,img_samolot-pakosta,ICI,image,match,incongruent,correct,1.2578989000001002
1006,fartuch,ota,fartuch-ota,OII,orthography,mismatch,incongruent,correct,0.8150835999997526
1006,homar,staca,homar-staca,OIC,orthography,mismatch,congruent,correct,0.7653702000000067
1006,palec,abuset,palec-abuset,OII,orthography,mismatch,incongruent,correct,0.8600437999996302
1006,img_ziemniak,lazin,img_ziemniak-lazin,III,image,mismatch,incongruent,missed,N/A
1006,img_foka,nedonim,img_foka-nedonim,ICC,image,match,congruent,correct,0.6962124999997741
1006,img_dzwonek,owiza,img_dzwonek-owiza,IIC,image,mismatch,congruent,correct,0.6754982999998447
1006,ucho,honisa,ucho-honisa,OCI,orthography,match,incongruent,correct,0.6471072999995613
1006,krawat,lazin,krawat-lazin,OCC,orthography,match,congruent,correct,1.1796458999999686
1006,img_butelka,chepra,img_butelka-chepra,ICI,image,match,incongruent,correct,0.6983269999998356
1006,koza,rocepra,koza-rocepra,OIC,orthography,mismatch,congruent,correct,0.6704689000000599
1006,kapelusz,stotewal,kapelusz-stotewal,OCI,orthography,match,incongruent,correct,0.7531980999999632
1006,img_oko,pekom,img_oko-pekom,III,image,mismatch,incongruent,correct,0.8248916000000008
1006,img_lotnisko,badipret,img_lotnisko-badipret,ICC,image,match,congruent,correct,0.8633277000001272
1006,ucho,stotewal,ucho-stotewal,OII,orthography,mismatch,incongruent,correct,1.467308600000024
1006,img_kotwica,ezaja,img_kotwica-ezaja,ICI,image,match,incongruent,correct,0.6790047
1006,gazeta,rocepra,gazeta-rocepra,OCC,orthography,match,congruent,correct,0.8345348999998805
1006,img_kaczka,nedonim,img_kaczka-nedonim,IIC,image,mismatch,congruent,correct,0.5989103999997951
1006,wyspa,owiza,wyspa-owiza,OCI,orthography,match,incongruent,correct,0.8069363000001886
1006,img_parasol,izodo,img_parasol-izodo,IIC,image,mismatch,congruent,correct,0.7085959999997158
1006,img_silnik,fena,img_silnik-fena,III,image,mismatch,incongruent,correct,0.5919431999998324
1006,gazeta,techar,gazeta-techar,OIC,orthography,mismatch,congruent,correct,0.6143808999997873
1006,img_ryba,alo,img_ryba-alo,ICC,image,match,congruent,correct,0.5874362000001838
1006,osa,sawiko,osa-sawiko,OCC,orthography,match,congruent,correct,0.8675294999995913
1006,lotnisko,alo,lotnisko-alo,OII,orthography,mismatch,incongruent,correct,0.6446822999998858
1006,img_silnik,prelata,img_silnik-prelata,ICI,image,match,incongruent,missed,N/A
1006,papuga,abedo,papuga-abedo,OII,orthography,mismatch,incongruent,correct,1.6819676999996318
1006,img_kolano,obir,img_kolano-obir,IIC,image,mismatch,congruent,correct,0.8376074000000244
1006,homar,deba,homar-deba,OCC,orthography,match,congruent,correct,0.8588465999998789
1006,img_krawat,tanek,img_krawat-tanek,III,image,mismatch,incongruent,correct,0.9183113999999932
1006,winda,debota,winda-debota,OCI,orthography,match,incongruent,correct,1.0247651000001952
1006,img_cytryna,beler,img_cytryna-beler,ICI,image,match,incongruent,correct,0.7010996999999861
1006,ziemniak,lazin,ziemniak-lazin,OIC,orthography,mismatch,congruent,correct,0.9200066999999308
1006,img_krowa,nuketo,img_krowa-nuketo,ICC,image,match,congruent,correct,0.9693036999999548
1006,img_mewa,tanek,img_mewa-tanek,ICI,image,match,incongruent,correct,0.9516168
1006,oko,pekom,oko-pekom,OIC,orthography,mismatch,congruent,correct,0.7932933999998113
1006,img_stopa,beler,img_stopa-beler,III,image,mismatch,incongruent,correct,0.7506648000000951
1006,kolano,ostana,kolano-ostana,OCI,orthography,match,incongruent,correct,0.9512682999995832
1006,kapelusz,izodo,kapelusz-izodo,OII,orthography,mismatch,incongruent,correct,0.6642104000000018
1006,img_winda,nalet,img_winda-nalet,IIC,image,mismatch,congruent,correct,0.7648965000000771
1006,img_kapelusz,stotewal,img_kapelusz-stotewal,ICC,image,match,congruent,correct,0.8525320000001102
1006,skarpetka,seranak,skarpetka-seranak,OCC,orthography,match,congruent,correct,0.6486628
1006,img_wyspa,owiza,img_wyspa-owiza,ICC,image,match,congruent,correct,0.6284527000000253
1006,img_skarpetka,seranak,img_skarpetka-seranak,ICI,image,match,incongruent,correct,0.6816660000001775
1006,skarpetka,prelata,skarpetka-prelata,OIC,orthography,mismatch,congruent,correct,0.5662113000000772
1006,img_papryka,sawiko,img_papryka-sawiko,III,image,mismatch,incongruent,correct,0.7578178999999636
1006,dzwonek,owiza,dzwonek-owiza,OII,orthography,mismatch,incongruent,correct,0.6639562
1006,indyk,nanoch,indyk-nanoch,OCC,orthography,match,congruent,correct,0.5788731000000098
1006,img_jajko,debota,img_jajko-debota,IIC,image,mismatch,congruent,correct,0.5873926999995547
1006,lotnisko,badipret,lotnisko-badipret,OCI,orthography,match,incongruent,correct,0.6192172999997183
1006,owca,rocepra,owca-rocepra,OIC,orthography,mismatch,congruent,correct,0.7692970000000514
1006,img_osa,sawiko,img_osa-sawiko,ICI,image,match,incongruent,correct,0.6963334999998096
1006,torba,lakob,torba-lakob,OCI,orthography,match,incongruent,correct,0.6363831000001028
1006,img_torba,lakob,img_torba-lakob,ICC,image,match,congruent,correct,0.6737659000002623
1006,img_foka,obir,img_foka-obir,IIC,image,mismatch,congruent,correct,0.5172998999998981
1006,ziemniak,pekom,ziemniak-pekom,OCC,orthography,match,congruent,correct,0.4866001000002597
1006,jajko,debota,jajko-debota,OII,orthography,mismatch,incongruent,correct,0.5697431000000961
1006,img_skarpetka,prelata,img_skarpetka-prelata,III,image,mismatch,incongruent,correct,0.7043985999996494
1006,img_dynia,abuset,img_dynia-abuset,ICC,image,match,congruent,correct,0.7713022999998884
1006,lalka,abuset,lalka-abuset,OII,orthography,mismatch,incongruent,correct,0.7554098999996768
1006,lalka,abedo,lalka-abedo,OCI,orthography,match,incongruent,correct,0.7086809999998422
1006,cebula,sawiko,cebula-sawiko,OIC,orthography,mismatch,congruent,correct,0.6776216999999178
1006,img_krawat,lazin,img_krawat-lazin,ICI,image,match,incongruent,correct,1.0568089999999302
1006,img_wyspa,josta,img_wyspa-josta,IIC,image,mismatch,congruent,correct,0.7491784999999709
1006,img_owca,rocepra,img_owca-rocepra,III,image,mismatch,incongruent,correct,1.0223461999996744
1006,mewa,tanek,mewa-tanek,OCC,orthography,match,congruent,correct,0.7418500999999651
1006,img_mewa,tanek,img_mewa-tanek,ICI,image,match,incongruent,correct,0.6604150000000573
1006,img_stopa,beler,img_stopa-beler,III,image,mismatch,incongruent,correct,0.6341615
1006,img_winda,nalet,img_winda-nalet,IIC,image,mismatch,congruent,correct,0.7039162999997188
1006,skarpetka,seranak,skarpetka-seranak,OCC,orthography,match,congruent,correct,1.098946500000011
1006,oko,pekom,oko-pekom,OIC,orthography,mismatch,congruent,correct,0.7568121999995583
1006,img_kapelusz,stotewal,img_kapelusz-stotewal,ICC,image,match,congruent,correct,0.7560217000002467
1006,kapelusz,izodo,kapelusz-izodo,OII,orthography,mismatch,incongruent,correct,0.7484808999995494
1006,kolano,ostana,kolano-ostana,OCI,orthography,match,incongruent,correct,0.940518
1006,kapelusz,stotewal,kapelusz-stotewal,OCI,orthography,match,incongruent,correct,0.8775413999999273
1006,ucho,stotewal,ucho-stotewal,OII,orthography,mismatch,incongruent,correct,0.6166805000000295
1006,img_lotnisko,badipret,img_lotnisko-badipret,ICC,image,match,congruent,correct,0.5587699999998677
1006,img_oko,pekom,img_oko-pekom,III,image,mismatch,incongruent,correct,1.063855300000114
1006,img_kaczka,nedonim,img_kaczka-nedonim,IIC,image,mismatch,congruent,correct,0.7878781000001709
1006,img_kotwica,ezaja,img_kotwica-ezaja,ICI,image,match,incongruent,correct,0.8912247999999181
1006,koza,rocepra,koza-rocepra,OIC,orthography,mismatch,congruent,correct,0.6705820999998195
1006,gazeta,rocepra,gazeta-rocepra,OCC,orthography,match,congruent,correct,0.7858595
1006,img_ucho,stotewal,img_ucho-stotewal,IIC,image,mismatch,congruent,correct,0.9044083000001136
1006,img_samolot,pakosta,img_samolot-pakosta,ICI,image,match,incongruent,correct,0.8191752000000179
1006,img_papuga,wema,img_papuga-wema,ICC,image,match,congruent,incorrect,0.5685194000000138
1006,papryka,sawiko,papryka-sawiko,OIC,orthography,mismatch,congruent,correct,0.5136864000003243
1006,img_cytryna,pakosta,img_cytryna-pakosta,III,image,mismatch,incongruent,correct,0.7072304999999233
1006,foka,nedonim,foka-nedonim,OCI,orthography,match,incongruent,correct,0.6307443000002877
1006,silnik,prelata,silnik-prelata,OCC,orthography,match,congruent,correct,0.8837581000000228
1006,fartuch,ota,fartuch-ota,OII,orthography,mismatch,incongruent,correct,0.8294654
1006,papuga,abedo,papuga-abedo,OII,orthography,mismatch,incongruent,correct,0.6980854999999337
1006,img_krowa,nuketo,img_krowa-nuketo,ICC,image,match,congruent,correct,0.9573541000002024
1006,homar,deba,homar-deba,OCC,orthography,match,congruent,correct,1.0291976000000886
1006,ziemniak,lazin,ziemniak-lazin,OIC,orthography,mismatch,congruent,correct,0.9387890000000424
1006,img_cytryna,beler,img_cytryna-beler,ICI,image,match,incongruent,correct,0.7619999999999436
1006,img_kolano,obir,img_kolano-obir,IIC,image,mismatch,congruent,correct,0.6741417000000638
1006,img_krawat,tanek,img_krawat-tanek,III,image,mismatch,incongruent,correct,0.6315075999998498
1006,winda,debota,winda-debota,OCI,orthography,match,incongruent,correct,0.7967211
1006,dzwonek,owiza,dzwonek-owiza,OII,orthography,mismatch,incongruent,correct,0.9394204999996418
1006,img_papryka,sawiko,img_papryka-sawiko,III,image,mismatch,incongruent,correct,1.4368653999997605
1006,skarpetka,prelata,skarpetka-prelata,OIC,orthography,mismatch,congruent,correct,0.9930761999996776
1006,img_wyspa,owiza,img_wyspa-owiza,ICC,image,match,congruent,correct,0.4641091999999389
1006,lotnisko,badipret,lotnisko-badipret,OCI,orthography,match,incongruent,correct,0.9885593000001336
1006,img_skarpetka,seranak,img_skarpetka-seranak,ICI,image,match,incongruent,correct,0.6516482999998061
1006,img_jajko,debota,img_jajko-debota,IIC,image,mismatch,congruent,correct,0.8401548999997885
1006,indyk,nanoch,indyk-nanoch,OCC,orthography,match,congruent,correct,0.6451705000001766
1006,gazeta,techar,gazeta-techar,OIC,orthography,mismatch,congruent,correct,0.7132298999997602
1006,img_silnik,fena,img_silnik-fena,III,image,mismatch,incongruent,correct,0.6839667000001555
1006,osa,sawiko,osa-sawiko,OCC,orthography,match,congruent,correct,0.8799230000001899
1006,img_silnik,prelata,img_silnik-prelata,ICI,image,match,incongruent,correct,0.8340233000001263
1006,wyspa,owiza,wyspa-owiza,OCI,orthography,match,incongruent,correct,0.5998614999996335
1006,img_parasol,izodo,img_parasol-izodo,IIC,image,mismatch,congruent,correct,0.6225228000000698
1006,lotnisko,alo,lotnisko-alo,OII,orthography,mismatch,incongruent,correct,0.5094346000003043
1006,img_ryba,alo,img_ryba-alo,ICC,image,match,congruent,correct,0.4940070000000105
1006,jajko,nalet,jajko-nalet,OCI,orthography,match,incongruent,correct,0.7125205999998343
1006,krowa,lakob,krowa-lakob,OII,orthography,mismatch,incongruent,correct,1.3393641999998636
1006,img_lalka,abuset,img_lalka-abuset,IIC,image,mismatch,congruent,correct,1.251636899999767
1006,samolot,beler,samolot-beler,OIC,orthography,mismatch,congruent,correct,0.6487224999998489
1006,img_ziemniak,pekom,img_ziemniak-pekom,ICI,image,match,incongruent,correct,1.1495150999996897
1006,img_indyk,rojon,img_indyk-rojon,III,image,mismatch,incongruent,correct,0.6873454999997648
1006,cytryna,beler,cytryna-beler,OCC,orthography,match,congruent,correct,0.8984784999995554
1006,img_dzwonek,josta,img_dzwonek-josta,ICC,image,match,congruent,correct,0.8044099000001097
1006,img_palec,tobyla,img_palec-tobyla,ICC,image,match,congruent,correct,0.6032580999997208
